,Unnamed:_0,Formatted_Date,Summary,Precip_Type,Temperature____,Apparent_Temperature____,Humidity,Wind_Speed__km_h_,Wind_Bearing__degrees_,Visibility__km_,Loud__over,Pressure__millibars_,Daily_Summary
14,38,2006-04-10 14:00:00.000 +0200,Mostly Cloudy,rain,21.05,21.05,0.4,26.9031,187.0,10.3523,0.0,1011.44,Mostly cloudy throughout the day.
15,39,2006-04-10 15:00:00.000 +0200,Mostly Cloudy,rain,21.183333333333326,21.183333333333326,0.37,25.6956,179.0,9.982000000000001,0.0,1010.52,Mostly cloudy throughout the day.
16,40,2006-04-10 16:00:00.000 +0200,Mostly Cloudy,rain,20.11666666666666,20.11666666666666,0.4,25.309200000000004,162.0,9.982000000000001,0.0,1009.83,Mostly cloudy throughout the day.
17,41,2006-04-10 17:00:00.000 +0200,Mostly Cloudy,rain,20.216666666666665,20.216666666666665,0.36,18.1125,161.0,10.3523,0.0,1009.26,Mostly cloudy throughout the day.
18,42,2006-04-10 18:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.43,23.425500000000003,160.0,9.982000000000001,0.0,1008.76,Mostly cloudy throughout the day.
19,43,2006-04-10 19:00:00.000 +0200,Mostly Cloudy,rain,17.800000000000004,17.800000000000004,0.5,20.0445,150.0,11.2056,0.0,1008.36,Mostly cloudy throughout the day.
20,44,2006-04-10 20:00:00.000 +0200,Mostly Cloudy,rain,16.06111111111111,16.06111111111111,0.53,21.3969,149.0,9.982000000000001,0.0,1008.11,Mostly cloudy throughout the day.
21,45,2006-04-10 21:00:00.000 +0200,Mostly Cloudy,rain,15.02222222222222,15.02222222222222,0.55,21.3808,159.0,9.982000000000001,0.0,1008.15,Mostly cloudy throughout the day.
22,46,2006-04-10 22:00:00.000 +0200,Overcast,rain,14.422222222222226,14.422222222222226,0.58,20.0123,159.0,15.826300000000002,0.0,1007.85,Mostly cloudy throughout the day.
23,47,2006-04-10 23:00:00.000 +0200,Overcast,rain,14.255555555555553,14.255555555555553,0.59,16.5025,168.0,14.9569,0.0,1007.89,Mostly cloudy throughout the day.
24,48,2006-04-11 00:00:00.000 +0200,Overcast,rain,13.77222222222222,13.77222222222222,0.6,17.0982,160.0,15.826300000000002,0.0,1007.36,Foggy in the evening.
25,49,2006-04-11 01:00:00.000 +0200,Overcast,rain,13.283333333333333,13.283333333333333,0.63,14.3612,160.0,15.826300000000002,0.0,1007.26,Foggy in the evening.
26,50,2006-04-11 02:00:00.000 +0200,Overcast,rain,8.633333333333333,5.466666666666669,0.87,22.0409,32.0,6.6976,0.0,1005.1,Foggy in the evening.
27,51,2006-04-11 03:00:00.000 +0200,Overcast,rain,11.25,11.25,0.83,11.3344,152.0,15.826300000000002,0.0,1007.01,Foggy in the evening.
28,52,2006-04-11 04:00:00.000 +0200,Overcast,rain,11.183333333333335,11.183333333333335,0.89,11.2056,180.0,9.9015,0.0,1006.73,Foggy in the evening.
29,53,2006-04-11 05:00:00.000 +0200,Overcast,rain,10.694444444444443,10.694444444444443,0.95,10.4006,161.0,6.6976,0.0,1006.59,Foggy in the evening.
30,54,2006-04-11 06:00:00.000 +0200,Mostly Cloudy,rain,11.111111111111107,11.111111111111107,0.93,12.0106,140.0,5.9731000000000005,0.0,1006.34,Foggy in the evening.
31,55,2006-04-11 07:00:00.000 +0200,Mostly Cloudy,rain,11.111111111111107,11.111111111111107,0.93,9.2092,103.0,10.8031,0.0,1006.09,Foggy in the evening.
32,56,2006-04-11 08:00:00.000 +0200,Partly Cloudy,rain,12.166666666666664,12.166666666666664,0.82,9.9015,113.0,10.6743,0.0,1005.97,Foggy in the evening.
33,57,2006-04-11 09:00:00.000 +0200,Partly Cloudy,rain,12.755555555555556,12.755555555555556,0.79,13.8299,129.0,10.8192,0.0,1005.63,Foggy in the evening.
34,58,2006-04-11 10:00:00.000 +0200,Partly Cloudy,rain,13.838888888888887,13.838888888888887,0.84,9.0965,159.0,10.8192,0.0,1005.83,Foggy in the evening.
35,59,2006-04-11 11:00:00.000 +0200,Partly Cloudy,rain,16.183333333333334,16.183333333333334,0.73,0.6440000000000001,207.0,10.7548,0.0,1005.97,Foggy in the evening.
36,60,2006-04-11 12:00:00.000 +0200,Mostly Cloudy,rain,17.516666666666666,17.516666666666666,0.67,0.6762,153.0,10.8997,0.0,1005.64,Foggy in the evening.
37,61,2006-04-11 13:00:00.000 +0200,Mostly Cloudy,rain,17.383333333333333,17.383333333333333,0.67,3.864,4.0,10.851400000000002,0.0,1005.2,Foggy in the evening.
38,62,2006-04-11 14:00:00.000 +0200,Mostly Cloudy,rain,17.36111111111111,17.36111111111111,0.71,7.824600000000001,341.0,11.0768,0.0,1005.1,Foggy in the evening.
39,63,2006-04-11 15:00:00.000 +0200,Mostly Cloudy,rain,17.205555555555556,17.205555555555556,0.74,15.5848,15.0,10.851400000000002,0.0,1004.65,Foggy in the evening.
40,64,2006-04-11 16:00:00.000 +0200,Mostly Cloudy,rain,15.633333333333333,15.633333333333333,0.81,23.6992,348.0,10.8836,0.0,1004.04,Foggy in the evening.
41,65,2006-04-11 17:00:00.000 +0200,Overcast,rain,13.577777777777774,13.577777777777774,0.9,20.9622,321.0,7.615300000000001,0.0,1004.08,Foggy in the evening.
42,66,2006-04-11 18:00:00.000 +0200,Foggy,rain,10.911111111111113,10.911111111111113,0.86,22.39510000000001,311.0,2.6565,0.0,1004.61,Foggy in the evening.
43,67,2006-04-11 19:00:00.000 +0200,Foggy,rain,8.800000000000002,5.294444444444445,0.99,26.5006,339.0,2.6565,0.0,1004.99,Foggy in the evening.
44,68,2006-04-11 20:00:00.000 +0200,Overcast,rain,8.961111111111112,5.777777777777778,0.93,23.2162,340.0,3.815700000000001,0.0,1004.85,Foggy in the evening.
45,69,2006-04-11 21:00:00.000 +0200,Overcast,rain,8.199999999999998,4.605555555555553,0.96,25.4219,330.0,4.4919,0.0,1004.96,Foggy in the evening.
46,70,2006-04-11 22:00:00.000 +0200,Overcast,rain,7.6888888888888935,3.722222222222224,0.96,28.1267,339.0,4.4436,0.0,1005.14,Foggy in the evening.
47,71,2006-04-11 23:00:00.000 +0200,Overcast,rain,7.766666666666664,4.649999999999999,0.96,19.2878,339.0,5.6833,0.0,1005.05,Foggy in the evening.
48,72,2006-04-12 00:00:00.000 +0200,Foggy,rain,8.199999999999998,5.072222222222224,0.96,20.447,341.0,3.1073,0.0,1004.8,Foggy overnight and breezy in the morning.
49,73,2006-04-12 01:00:00.000 +0200,Foggy,rain,8.177777777777777,4.372222222222221,0.93,27.8691,19.0,3.2039,0.0,1004.89,Foggy overnight and breezy in the morning.
50,74,2006-04-12 02:00:00.000 +0200,Mostly Cloudy,rain,7.3111111111111065,6.183333333333335,0.82,6.7459000000000024,277.0,14.0553,0.0,1007.0,Foggy overnight and breezy in the morning.
51,75,2006-04-12 03:00:00.000 +0200,Overcast,rain,7.644444444444442,5.038888888888889,0.93,14.9086,9.0,6.1179999999999986,0.0,1004.3,Foggy overnight and breezy in the morning.
52,76,2006-04-12 04:00:00.000 +0200,Overcast,rain,6.622222222222224,2.6166666666666667,0.93,25.03550000000001,0.0,6.1179999999999986,0.0,1003.68,Foggy overnight and breezy in the morning.
53,77,2006-04-12 05:00:00.000 +0200,Overcast,rain,6.683333333333334,3.2222222222222205,0.93,19.8352,350.0,6.1663000000000014,0.0,1003.86,Foggy overnight and breezy in the morning.
54,78,2006-04-12 06:00:00.000 +0200,Overcast,rain,6.0888888888888895,1.6499999999999997,0.93,28.0945,349.0,7.969500000000001,0.0,1003.57,Foggy overnight and breezy in the morning.
55,79,2006-04-12 07:00:00.000 +0200,Overcast,rain,6.066666666666667,1.6333333333333315,0.93,27.9818,348.0,6.3434,0.0,1003.96,Foggy overnight and breezy in the morning.
56,80,2006-04-12 08:00:00.000 +0200,Breezy and Mostly Cloudy,rain,6.1444444444444475,1.4944444444444431,0.93,30.863700000000005,349.0,10.5455,0.0,1004.1,Foggy overnight and breezy in the morning.
57,81,2006-04-12 09:00:00.000 +0200,Breezy and Mostly Cloudy,rain,7.133333333333336,2.6888888888888918,0.8,32.1678,349.0,11.2056,0.0,1004.26,Foggy overnight and breezy in the morning.
58,82,2006-04-12 10:00:00.000 +0200,Overcast,rain,7.205555555555555,3.2333333333333334,0.86,26.5328,339.0,11.27,0.0,1004.18,Foggy overnight and breezy in the morning.
59,83,2006-04-12 11:00:00.000 +0200,Mostly Cloudy,rain,7.566666666666666,3.5444444444444465,0.84,28.33600000000001,339.0,10.5455,0.0,1004.23,Foggy overnight and breezy in the morning.
60,84,2006-04-12 12:00:00.000 +0200,Mostly Cloudy,rain,8.900000000000002,5.161111111111111,0.77,29.833300000000005,348.0,11.27,0.0,1004.47,Foggy overnight and breezy in the morning.
61,85,2006-04-12 13:00:00.000 +0200,Mostly Cloudy,rain,9.961111111111112,6.644444444444447,0.71,28.480900000000005,339.0,11.27,0.0,1004.52,Foggy overnight and breezy in the morning.
62,86,2006-04-12 14:00:00.000 +0200,Mostly Cloudy,rain,9.888888888888888,6.55,0.71,28.5131,338.0,11.0768,0.0,1004.29,Foggy overnight and breezy in the morning.
63,87,2006-04-12 15:00:00.000 +0200,Mostly Cloudy,rain,11.066666666666668,11.066666666666668,0.71,25.6956,320.0,11.27,0.0,1003.93,Foggy overnight and breezy in the morning.
64,88,2006-04-12 16:00:00.000 +0200,Overcast,rain,10.116666666666667,10.116666666666667,0.76,25.3414,311.0,11.27,0.0,1004.0,Foggy overnight and breezy in the morning.
65,89,2006-04-12 17:00:00.000 +0200,Overcast,rain,11.038888888888886,11.038888888888886,0.66,21.413000000000004,311.0,9.982000000000001,0.0,1004.3,Foggy overnight and breezy in the morning.
66,90,2006-04-12 18:00:00.000 +0200,Overcast,rain,10.65,10.65,0.7,17.8549,310.0,14.9086,0.0,1004.0,Foggy overnight and breezy in the morning.
67,91,2006-04-12 19:00:00.000 +0200,Overcast,rain,10.050000000000002,10.050000000000002,0.7,15.1984,328.0,9.982000000000001,0.0,1004.39,Foggy overnight and breezy in the morning.
68,92,2006-04-12 20:00:00.000 +0200,Mostly Cloudy,rain,9.9,7.716666666666668,0.66,15.7297,348.0,11.0285,0.0,1005.48,Foggy overnight and breezy in the morning.
69,93,2006-04-12 21:00:00.000 +0200,Overcast,rain,8.794444444444443,6.816666666666667,0.71,12.3648,20.0,9.982000000000001,0.0,1005.89,Foggy overnight and breezy in the morning.
70,94,2006-04-12 22:00:00.000 +0200,Mostly Cloudy,rain,7.8277777777777775,5.405555555555552,0.72,13.894300000000005,28.0,15.826300000000002,0.0,1006.37,Foggy overnight and breezy in the morning.
71,95,2006-04-12 23:00:00.000 +0200,Overcast,rain,7.855555555555558,6.122222222222224,0.72,9.8049,11.0,15.005200000000002,0.0,1006.56,Foggy overnight and breezy in the morning.
72,96,2006-04-13 00:00:00.000 +0200,Mostly Cloudy,rain,7.316666666666667,6.211111111111111,0.75,6.6654,326.0,15.8746,0.0,1007.07,Overcast throughout the day.
73,97,2006-04-13 01:00:00.000 +0200,Overcast,rain,7.244444444444442,6.005555555555558,0.75,7.1162,309.0,15.8746,0.0,1007.37,Overcast throughout the day.
74,98,2006-04-13 02:00:00.000 +0200,Partly Cloudy,rain,5.438888888888887,5.438888888888887,0.88,3.7191000000000014,193.0,9.982000000000001,0.0,1012.23,Overcast throughout the day.
75,99,2006-04-13 03:00:00.000 +0200,Overcast,rain,7.200000000000001,4.549999999999999,0.76,14.4739,273.0,15.826300000000002,0.0,1007.28,Overcast throughout the day.
76,100,2006-04-13 04:00:00.000 +0200,Overcast,rain,6.688888888888887,3.1611111111111097,0.7,20.5275,300.0,15.826300000000002,0.0,1007.18,Overcast throughout the day.
77,101,2006-04-13 05:00:00.000 +0200,Overcast,rain,6.211111111111111,2.6944444444444446,0.73,19.3039,309.0,14.9569,0.0,1007.39,Overcast throughout the day.
78,102,2006-04-13 06:00:00.000 +0200,Overcast,rain,6.1111111111111125,2.7999999999999994,0.76,17.436300000000006,300.0,9.982000000000001,0.0,1007.67,Overcast throughout the day.
79,103,2006-04-13 07:00:00.000 +0200,Overcast,rain,6.1111111111111125,2.438888888888889,0.76,20.4148,300.0,9.982000000000001,0.0,1007.98,Overcast throughout the day.
80,104,2006-04-13 08:00:00.000 +0200,Overcast,rain,6.172222222222223,2.9222222222222207,0.76,17.0499,307.0,9.982000000000001,0.0,1008.57,Overcast throughout the day.
81,105,2006-04-13 09:00:00.000 +0200,Overcast,rain,7.222222222222222,3.8333333333333326,0.71,20.5114,319.0,9.982000000000001,0.0,1008.87,Overcast throughout the day.
82,106,2006-04-13 10:00:00.000 +0200,Overcast,rain,7.288888888888887,4.2444444444444445,0.73,17.6456,328.0,9.982000000000001,0.0,1009.44,Overcast throughout the day.
83,107,2006-04-13 11:00:00.000 +0200,Overcast,rain,7.405555555555555,4.816666666666666,0.72,14.4095,318.0,9.982000000000001,0.0,1010.03,Overcast throughout the day.
84,108,2006-04-13 12:00:00.000 +0200,Overcast,rain,7.96111111111111,6.072222222222222,0.7,10.7548,321.0,10.0464,0.0,1010.22,Overcast throughout the day.
85,109,2006-04-13 13:00:00.000 +0200,Overcast,rain,8.033333333333335,7.583333333333332,0.7,4.8622000000000005,349.0,10.0464,0.0,1010.39,Overcast throughout the day.
86,110,2006-04-13 14:00:00.000 +0200,Overcast,rain,9.07777777777778,9.07777777777778,0.65,2.3828,348.0,10.0303,0.0,1010.24,Overcast throughout the day.
87,111,2006-04-13 15:00:00.000 +0200,Overcast,rain,9.05,9.05,0.62,0.3220000000000001,243.0,9.982000000000001,0.0,1010.0,Overcast throughout the day.
88,112,2006-04-13 16:00:00.000 +0200,Overcast,rain,9.05,9.05,0.65,3.2522,177.0,11.2056,0.0,1009.98,Overcast throughout the day.
89,113,2006-04-13 17:00:00.000 +0200,Overcast,rain,9.183333333333334,9.183333333333334,0.65,3.0107000000000004,170.0,11.0285,0.0,1010.05,Overcast throughout the day.
90,114,2006-04-13 18:00:00.000 +0200,Overcast,rain,9.072222222222221,7.455555555555558,0.7,10.465,172.0,9.982000000000001,0.0,1010.1,Overcast throughout the day.
91,115,2006-04-13 19:00:00.000 +0200,Overcast,rain,7.9833333333333325,6.81111111111111,0.75,7.3416,172.0,9.982000000000001,0.0,1010.39,Overcast throughout the day.
92,116,2006-04-13 20:00:00.000 +0200,Overcast,rain,8.072222222222223,6.433333333333333,0.75,9.5151,150.0,9.982000000000001,0.0,1010.91,Overcast throughout the day.
93,117,2006-04-13 21:00:00.000 +0200,Overcast,rain,7.8944444444444475,6.127777777777778,0.82,9.9981,142.0,9.982000000000001,0.0,1011.32,Overcast throughout the day.
94,118,2006-04-13 22:00:00.000 +0200,Overcast,rain,7.3111111111111065,4.8055555555555545,0.83,13.685,141.0,11.9784,0.0,1011.61,Overcast throughout the day.
95,119,2006-04-13 23:00:00.000 +0200,Mostly Cloudy,rain,7.3388888888888895,5.183333333333334,0.84,11.5437,141.0,14.168000000000005,0.0,1011.97,Overcast throughout the day.
96,120,2006-04-14 00:00:00.000 +0200,Mostly Cloudy,rain,6.622222222222224,4.111111111111111,0.85,12.719000000000001,142.0,14.9086,0.0,1012.22,Mostly cloudy throughout the day.
97,121,2006-04-14 01:00:00.000 +0200,Partly Cloudy,rain,6.066666666666667,3.4111111111111114,0.88,12.8961,130.0,14.9086,0.0,1012.74,Mostly cloudy throughout the day.
98,122,2006-04-14 02:00:00.000 +0200,Partly Cloudy,rain,8.338888888888887,8.338888888888887,0.88,0.6923,359.0,15.005200000000002,0.0,1015.35,Mostly cloudy throughout the day.
99,123,2006-04-14 03:00:00.000 +0200,Mostly Cloudy,rain,5.183333333333334,4.111111111111111,0.91,5.5384,166.0,9.982000000000001,0.0,1013.29,Mostly cloudy throughout the day.
100,124,2006-04-14 04:00:00.000 +0200,Mostly Cloudy,rain,3.722222222222224,2.566666666666665,0.94,5.2003,145.0,9.982000000000001,0.0,1013.39,Mostly cloudy throughout the day.
101,125,2006-04-14 05:00:00.000 +0200,Mostly Cloudy,rain,4.855555555555556,3.7055555555555566,0.93,5.618900000000001,170.0,5.9248,0.0,1013.45,Mostly cloudy throughout the day.
102,126,2006-04-14 06:00:00.000 +0200,Foggy,rain,5.211111111111112,5.211111111111112,0.92,4.7656,178.0,1.2236,0.0,1013.4,Mostly cloudy throughout the day.
103,127,2006-04-14 07:00:00.000 +0200,Overcast,rain,6.255555555555555,4.638888888888889,0.92,7.9212000000000025,223.0,7.212800000000001,0.0,1013.81,Mostly cloudy throughout the day.
104,128,2006-04-14 08:00:00.000 +0200,Mostly Cloudy,rain,7.794444444444445,6.0555555555555545,0.87,9.7566,240.0,10.6743,0.0,1014.7,Mostly cloudy throughout the day.
105,129,2006-04-14 09:00:00.000 +0200,Mostly Cloudy,rain,10.050000000000002,10.050000000000002,0.76,9.6922,231.0,11.2056,0.0,1014.67,Mostly cloudy throughout the day.
106,130,2006-04-14 10:00:00.000 +0200,Mostly Cloudy,rain,12.2,12.2,0.66,14.49,230.0,9.982000000000001,0.0,1014.66,Mostly cloudy throughout the day.
107,131,2006-04-14 11:00:00.000 +0200,Mostly Cloudy,rain,12.7,12.7,0.63,20.3343,214.0,11.0285,0.0,1014.8,Mostly cloudy throughout the day.
108,132,2006-04-14 12:00:00.000 +0200,Partly Cloudy,rain,13.933333333333332,13.933333333333332,0.58,23.5865,222.0,11.27,0.0,1014.47,Mostly cloudy throughout the day.
109,133,2006-04-14 13:00:00.000 +0200,Partly Cloudy,rain,15.094444444444447,15.094444444444447,0.59,22.2985,241.0,11.27,0.0,1014.16,Mostly cloudy throughout the day.
110,134,2006-04-14 14:00:00.000 +0200,Mostly Cloudy,rain,15.150000000000002,15.150000000000002,0.5,14.715400000000002,235.0,11.4471,0.0,1014.07,Mostly cloudy throughout the day.
111,135,2006-04-14 15:00:00.000 +0200,Partly Cloudy,rain,16.177777777777774,16.177777777777774,0.44,14.49,238.0,11.27,0.0,1013.34,Mostly cloudy throughout the day.
112,136,2006-04-14 16:00:00.000 +0200,Partly Cloudy,rain,16.25,16.25,0.55,14.715400000000002,211.0,11.27,0.0,1012.72,Mostly cloudy throughout the day.
113,137,2006-04-14 17:00:00.000 +0200,Partly Cloudy,rain,16.29444444444444,16.29444444444444,0.5,19.5937,221.0,11.4471,0.0,1012.38,Mostly cloudy throughout the day.
114,138,2006-04-14 18:00:00.000 +0200,Partly Cloudy,rain,16.099999999999998,16.099999999999998,0.56,14.828100000000004,215.0,11.125100000000002,0.0,1012.38,Mostly cloudy throughout the day.
115,139,2006-04-14 19:00:00.000 +0200,Partly Cloudy,rain,12.955555555555556,12.955555555555556,0.68,11.9784,224.0,11.27,0.0,1012.72,Mostly cloudy throughout the day.
116,140,2006-04-14 20:00:00.000 +0200,Mostly Cloudy,rain,13.85,13.85,0.64,11.5598,231.0,11.4471,0.0,1013.42,Mostly cloudy throughout the day.
117,141,2006-04-14 21:00:00.000 +0200,Mostly Cloudy,rain,12.777777777777779,12.777777777777779,0.69,14.2485,358.0,10.0464,0.0,1014.41,Mostly cloudy throughout the day.
118,142,2006-04-14 22:00:00.000 +0200,Mostly Cloudy,rain,12.15,12.15,0.72,11.253900000000002,8.0,15.8746,0.0,1014.89,Mostly cloudy throughout the day.
119,143,2006-04-14 23:00:00.000 +0200,Mostly Cloudy,rain,10.677777777777775,10.677777777777775,0.81,5.7799000000000005,59.0,15.005200000000002,0.0,1014.91,Mostly cloudy throughout the day.
120,144,2006-04-15 00:00:00.000 +0200,Mostly Cloudy,rain,10.444444444444443,10.444444444444443,0.83,2.6404,63.0,15.8746,0.0,1014.75,Mostly cloudy throughout the day.
121,145,2006-04-15 01:00:00.000 +0200,Mostly Cloudy,rain,9.822222222222225,9.466666666666663,0.8,5.313,65.0,15.8746,0.0,1015.55,Mostly cloudy throughout the day.
122,146,2006-04-15 02:00:00.000 +0200,Mostly Cloudy,rain,11.027777777777779,11.027777777777779,0.74,11.382700000000002,146.0,14.9569,0.0,1015.7,Mostly cloudy throughout the day.
123,147,2006-04-15 03:00:00.000 +0200,Mostly Cloudy,rain,7.1388888888888875,7.1388888888888875,0.93,3.6547,305.0,14.9086,0.0,1016.43,Mostly cloudy throughout the day.
124,148,2006-04-15 04:00:00.000 +0200,Mostly Cloudy,rain,7.622222222222222,5.644444444444442,0.89,10.8675,327.0,14.9086,0.0,1016.56,Mostly cloudy throughout the day.
125,149,2006-04-15 05:00:00.000 +0200,Mostly Cloudy,rain,7.6277777777777755,6.6111111111111125,0.86,6.5205,319.0,13.3791,0.0,1017.15,Mostly cloudy throughout the day.
126,150,2006-04-15 06:00:00.000 +0200,Mostly Cloudy,rain,7.044444444444442,4.855555555555556,0.86,11.3988,271.0,9.982000000000001,0.0,1017.37,Mostly cloudy throughout the day.
127,151,2006-04-15 07:00:00.000 +0200,Partly Cloudy,rain,8.599999999999998,7.03888888888889,0.84,9.66,297.0,9.982000000000001,0.0,1018.25,Mostly cloudy throughout the day.
128,152,2006-04-15 08:00:00.000 +0200,Partly Cloudy,rain,9.65,7.383333333333333,0.84,15.955100000000002,289.0,9.982000000000001,0.0,1019.24,Mostly cloudy throughout the day.
129,153,2006-04-15 09:00:00.000 +0200,Partly Cloudy,rain,12.105555555555556,12.105555555555556,0.72,13.1698,310.0,9.982000000000001,0.0,1019.83,Mostly cloudy throughout the day.
130,154,2006-04-15 10:00:00.000 +0200,Partly Cloudy,rain,12.777777777777779,12.777777777777779,0.71,13.1698,301.0,11.2056,0.0,1020.51,Mostly cloudy throughout the day.
131,155,2006-04-15 11:00:00.000 +0200,Partly Cloudy,rain,13.81111111111111,13.81111111111111,0.65,9.6761,307.0,11.4471,0.0,1020.91,Mostly cloudy throughout the day.
132,156,2006-04-15 12:00:00.000 +0200,Partly Cloudy,rain,16.016666666666666,16.016666666666666,0.48,11.237800000000002,307.0,11.27,0.0,1020.6,Mostly cloudy throughout the day.
133,157,2006-04-15 13:00:00.000 +0200,Partly Cloudy,rain,17.127777777777773,17.127777777777773,0.47,12.7029,308.0,11.27,0.0,1020.39,Mostly cloudy throughout the day.
134,158,2006-04-15 14:00:00.000 +0200,Partly Cloudy,rain,17.144444444444446,17.144444444444446,0.43,10.6099,279.0,11.4471,0.0,1020.34,Mostly cloudy throughout the day.
135,159,2006-04-15 15:00:00.000 +0200,Mostly Cloudy,rain,17.777777777777782,17.777777777777782,0.4,7.953400000000001,272.0,11.2056,0.0,1019.7,Mostly cloudy throughout the day.
136,160,2006-04-15 16:00:00.000 +0200,Mostly Cloudy,rain,17.777777777777782,17.777777777777782,0.37,2.5921000000000003,351.0,11.2056,0.0,1018.89,Mostly cloudy throughout the day.
137,161,2006-04-15 17:00:00.000 +0200,Mostly Cloudy,rain,17.805555555555557,17.805555555555557,0.43,11.0124,175.0,10.3523,0.0,1018.48,Mostly cloudy throughout the day.
138,162,2006-04-15 18:00:00.000 +0200,Mostly Cloudy,rain,16.15555555555555,16.15555555555555,0.52,9.1931,172.0,9.982000000000001,0.0,1017.87,Mostly cloudy throughout the day.
139,163,2006-04-15 19:00:00.000 +0200,Mostly Cloudy,rain,14.05,14.05,0.63,9.160900000000002,160.0,9.982000000000001,0.0,1017.56,Mostly cloudy throughout the day.
140,164,2006-04-15 20:00:00.000 +0200,Mostly Cloudy,rain,13.08888888888889,13.08888888888889,0.67,9.2736,138.0,9.982000000000001,0.0,1017.38,Mostly cloudy throughout the day.
141,165,2006-04-15 21:00:00.000 +0200,Mostly Cloudy,rain,12.288888888888884,12.288888888888884,0.72,9.4507,141.0,9.982000000000001,0.0,1017.58,Mostly cloudy throughout the day.
142,166,2006-04-15 22:00:00.000 +0200,Overcast,rain,12.777777777777779,12.777777777777779,0.66,11.0768,141.0,15.826300000000002,0.0,1017.65,Mostly cloudy throughout the day.
143,167,2006-04-15 23:00:00.000 +0200,Overcast,rain,12.727777777777774,12.727777777777774,0.67,13.3791,149.0,14.9569,0.0,1017.36,Mostly cloudy throughout the day.
144,168,2006-04-16 00:00:00.000 +0200,Overcast,rain,12.266666666666666,12.266666666666666,0.69,14.1358,151.0,15.826300000000002,0.0,1016.8,Mostly cloudy throughout the day.
145,169,2006-04-16 01:00:00.000 +0200,Overcast,rain,11.711111111111107,11.711111111111107,0.71,11.3183,158.0,15.826300000000002,0.0,1016.64,Mostly cloudy throughout the day.
146,170,2006-04-16 02:00:00.000 +0200,Partly Cloudy,rain,10.82777777777778,10.82777777777778,0.86,9.177,259.0,14.168000000000005,0.0,1013.13,Mostly cloudy throughout the day.
147,171,2006-04-16 03:00:00.000 +0200,Overcast,rain,12.2,12.2,0.59,14.168000000000005,141.0,15.826300000000002,0.0,1014.79,Mostly cloudy throughout the day.
148,172,2006-04-16 04:00:00.000 +0200,Overcast,rain,12.2,12.2,0.6,14.296800000000005,151.0,15.826300000000002,0.0,1014.25,Mostly cloudy throughout the day.
